Flexao Direita		Flexao Esquerda		Torcao Direita		Torcao Esquerda		Roll			Pitch			Yaw
.891683			21.790033		22.268640		22.268641		-28.891684		-43.425907
-41.789840		28.930680		21.866791		22.345731		22.345730		-28.930679		-46.360703
-41.784004		28.930062		21.857592		22.348632		22.348631		-28.930061		-46.218067
-41.786991		28.935530		21.854899		22.351487		22.351486		-28.935530		-45.986378
-41.791590		28.936329		21.841389		22.344547		22.344547		-28.936329		-45.750065
-41.796264		28.940307		21.840322		22.347706		22.347706		-28.940308		-45.549816
-41.790126		28.937264		21.857310		22.348113		22.348112		-28.937263		-45.281898
-41.787953		28.938962		21.851608		22.347300		22.347300		-28.938961		-45.176155
-41.787851		28.939129		21.867057		22.344641		22.344641		-28.939129		-45.259579
-41.786045		28.938521		21.869927		22.351780		22.351780		-28.938520		-45.459217
-41.792675		28.940430		21.866015		22.352272		22.352272		-28.940430		-45.544277
-41.791362		28.939614		21.864235		22.348364		22.348364		-28.939613		-45.431549
-41.786577		28.940864		21.856083		22.347506		22.347506		-28.940865		-45.279030
-41.783025		28.937104		21.849013		22.347206		22.347206		-28.937103		-45.180874
-41.775901		28.934993		21.844941		22.346788		22.346788		-28.934994		-45.247742
-41.772613		28.937182		21.849879		22.346576		22.346577		-28.937181		-45.264591
-41.767617		28.936093		21.848156		22.343028		22.343027		-28.936092		-45.324146
-41.773910		28.943675		21.853881		22.340128		22.340128		-28.943674		-45.419640
-41.775799		28.945126		21.883373		22.343101		22.343102		-28.945126		-45.388577
-41.775888		28.942418		21.890721		22.344435		22.344435		-28.942417		-45.467339
-41.776006		28.940468		21.889299		22.341202		22.341202		-28.940468		-45.556141
-41.777445		28.942988		21.881847		22.341730		22.341730		-28.942987		-45.619114
-41.776557		28.940901		21.874304		22.338371		22.338371		-28.940901		-45.552441
-41.774199		28.940802		21.871987		22.340545		22.340546		-28.940802		-45.406845
-41.772886		28.941380		21.861509		22.337340		22.337339		-28.941380		-45.495682
-41.769891		28.938385		21.862386		22.338217		22.338217		-28.938385		-45.702110
-41.770769		28.938685		21.865410		22.342848		22.342848		-28.938684		-45.836185
-41.771897		28.937589		21.868316		22.340978		22.340979		-28.937590		-45.846489
-41.770922		28.938419		21.870929		22.344670		22.344669		-28.938419		-45.786831
-41.768099		28.931250		21.857839		22.342828		22.342827		-28.931250		-45.663067
-41.765673		28.933317		21.847698		22.344902		22.344902		-28.933317		-45.666080
-41.764653		28.931254		21.843546		22.341832		22.341833		-28.931253		-45.588409
-41.769017		28.932801		21.840714		22.339003		22.339003		-28.932800		-45.488487
-41.766875		28.931131		21.836811		22.339710		22.339710		-28.931131		-45.289921
-41.768106		28.933433		21.833773		22.344721		22.344721		-28.933434		-45.145664
-41.767811		28.934730		21.835238		22.344267		22.344267		-28.934731		-45.150948
-41.772616		28.936346		21.830357		22.342179		22.342178		-28.936346		-45.264832
-41.774318		28.935769		21.832656		22.342710		22.342710		-28.935768		-45.286911
-41.770677		28.935751		21.834831		22.345130		22.345129		-28.935751		-45.547295
-41.770432		28.935987		21.831560		22.345118		22.345118		-28.935987		-45.497017
-41.771840		28.936988		21.830656		22.345758		22.345758		-28.936987		-45.390396
-41.778322		28.943470		21.829382		22.344484		22.344484		-28.943470		-45.393257
-41.774628		28.938992		21.826321		22.351412		22.351412		-28.938992		-45.405422
-41.777095		28.939525		21.823223		22.352089		22.352089		-28.939526		-45.293930
-41.774608		28.939068		21.818406		22.350821		22.350821		-28.939068		-45.098812
-41.779570		28.935191		21.818034		22.349921		22.349920		-28.935192		-44.965118
-41.782500		28.936318		21.816600		22.349535		22.349535		-28.936319		-44.788780
-41.774859		28.931363		21.813420		22.347274		22.347275		-28.931362		-44.787113
-41.772838		28.931172		21.805613		22.343260		22.343260		-28.931171		-44.841251
-41.772973		28.931052		21.797184		22.342010		22.342010		-28.931053		-44.827869
-41.772663		28.933498		21.790816		22.339532		22.339533		-28.933498		-44.728893
-41.783184		28.936704		21.793365		22.338561		22.338560		-28.936705		-44.648003
-41.782639		28.936223		21.789230		22.338658		22.338657		-28.936222		-44.634716
-41.779093		28.934013		21.793426		22.334594		22.334595		-28.934013		-44.602455
-41.771154		28.928733		21.789604		22.334462		22.334463		-28.928734		-44.694828
-41.769452		28.927453		21.790620		22.332652		22.332653		-28.927452		-44.680313
-41.775656		28.931950		21.784483		22.335552		22.335552		-28.931950		-44.665920
-41.777178		28.930041		21.770984		22.328679		22.328678		-28.930042		-44.680424
-41.771640		28.928447		21.780613		22.331532		22.331532		-28.928446		-44.788692
-41.769925		28.930035		21.770675		22.325518		22.325518		-28.930035		-44.885250
-41.766911		28.929464		21.781586		22.327894		22.327894		-28.929464		-44.816319
-41.767928		28.930482		21.782730		22.329038		22.329037		-28.930483		-44.778908
-41.765018		28.929171		21.782268		22.323548		22.323547		-28.929171		-44.793789
-41.767387		28.931845		21.776425		22.317271		22.317270		-28.931845		-44.765526
-41.771030		28.931237		21.774296		22.315104		22.315104		-28.931236		-44.873524
-41.779110		28.935970		21.808119		22.319419		22.319420		-28.935970		-45.195557
-41.775690		28.930335		21.809088		22.317517		22.317516		-28.930336		-45.326546
-41.777369		28.925370		21.797966		22.313478		22.313478		-28.925369		-45.634327
-41.775379		28.926746		21.802708		22.315616		22.315617		-28.926746		-45.895161
-41.774267		28.926623		21.797561		22.315336		22.315336		-28.926622		-45.880951
-41.789633		28.928686		21.793081		22.315761		22.315762		-28.928686		-45.851212
-41.781615		28.923235		21.792150		22.317964		22.317965		-28.923235		-45.801662
-41.780569		28.922955		21.791758		22.320539		22.320539		-28.922955		-45.924892
-41.777955		28.919888		21.782157		22.319224		22.319223		-28.919888		-46.086693
-41.776477		28.916149		21.795687		22.321087		22.321087		-28.916149		-46.180328
-41.769169		28.913683		21.820866		22.326963		22.326963		-28.913683		-46.219406
-41.769613		28.913236		21.816349		22.324806		22.324806		-28.913237		-46.161610
-41.767476		28.916320		21.808992		22.323707		22.323706		-28.916319		-46.144196
-41.754199		28.910773		21.817622		22.323860		22.323860		-28.910774		-46.151733
-41.758687		28.913741		21.809297		22.317889		22.317888		-28.913742		-46.029182
-41.754201		28.913792		21.806085		22.321050		22.321049		-28.913792		-45.972393
-41.754727		28.912259		21.800802		22.323165		22.323166		-28.912258		-45.930889
-41.754427		28.915667		21.795042		22.326884		22.326885		-28.915667		-45.971909
-41.756464		28.920489		21.809974		22.328860		22.328859		-28.920490		-46.042767
-41.762996		28.925185		21.801252		22.326461		22.326462		-28.925184		-45.982140
-41.760154		28.925243		21.799826		22.331203		22.331203		-28.925243		-46.063446
-41.756785		28.922600		21.807979		22.334693		22.334694		-28.922600		-46.004524
-41.759962		28.923679		21.797724		22.330742		22.330742		-28.923679		-45.792782
-41.763955		28.926152		21.799800		22.325202		22.325203		-28.926151		-45.547295
-41.767208		28.927835		21.812508		22.321128		22.321129		-28.927835		-45.437504
-41.771699		28.930649		21.807014		22.316982		22.316982		-28.930649		-45.401711
-41.771055		28.925793		21.813443		22.319448		22.319448		-28.925793		-45.379738
-41.772183		28.926828		21.816612		22.321004		22.321003		-28.926828		-45.205093
-41.772957		28.924567		21.809714		22.321208		22.321209		-28.924566		-45.172031
-41.762500		28.917464		21.818715		22.315642		22.315641		-28.917463		-45.241928
-41.762059		28.917102		21.828340		22.314278		22.314278		-28.917101		-45.302448
-41.757357		28.916706		21.819270		22.311817		22.311817		-28.916706		-45.358284
-41.761444		28.915053		21.812372		22.309811		22.309811		-28.915052		-45.252357
-41.759125		28.915138		21.818849		22.309262		22.309263		-28.915138		-44.983967
-41.752787		28.917146		21.806679		22.306097		22.306097		-28.917147		-44.814487
-41.754943		28.917542		21.800780		22.305161		22.305161		-28.917542		-44.776890
-41.760930		28.920121		21.798759		22.308410		22.308411		-28.920120		-44.643314
-41.758647		28.920708		21.789397		22.307398		22.307398		-28.920708		-44.478710
-41.768804		28.924191		21.783007		22.310487		22.310486		-28.924191		-44.387218
-41.762476		28.921319		21.784244		22.311153		22.311153		-28.921320		-44.081081
-41.755863		28.919038		21.780415		22.310741		22.310741		-28.919039		-43.951309
-41.755056		28.922982		21.780639		22.313420		22.313421		-28.922983		-44.189289
-41.759328		28.928580		21.804979		22.320833		22.320833		-28.928579		-44.470013
-41.766390		28.931964		21.804545		22.321301		22.321301		-28.931965		-44.619198
-41.763185		28.928993		21.803415		22.322986		22.322987		-28.928993		-44.672058
-41.770685		28.932920		21.804653		22.328331		22.328331		-28.932920		-44.699718
-41.767443		28.930130		21.802750		22.327841		22.327841		-28.930130		-44.602047
-41.771058		28.934170		21.801930		22.331169		22.331169		-28.934170		-44.465687
-41.769676		28.930776		21.804885		22.330496		22.330496		-28.930777		-44.432999
-41.769149		28.929020		21.798226		22.326504		22.326504		-28.929020		-44.352406
-41.766164		28.924697		21.800851		22.321914		22.321913		-28.924696		-44.338871
-41.760840		28.922545		21.799002		22.324716		22.324717		-28.922544		-44.245987
-41.764093		28.922737		21.799662		22.327969		22.327969		-28.922737		-44.212387
-41.758469		28.915783		21.800116		22.324470		22.324471		-28.915783		-44.249542
-41.764998		28.916091		21.798152		22.325351		22.325352		-28.916090		-44.249149
-41.763613		28.913885		21.797013		22.324595		22.324594		-28.913885		-44.279247
-41.762609		28.914113		21.821698		22.322919		22.322920		-28.914114		-44.267216
-41.764690		28.912792		21.816842		22.318762		22.318762		-28.912792		-44.392426
-41.758758		28.913564		21.816512		22.320969		22.320969		-28.913563		-44.426292
-41.758813		28.916070		21.812026		22.321635		22.321636		-28.916071		-44.360603
-41.758341		28.912744		21.814104		22.324709		22.324709		-28.912745		-44.461708
-41.757025		28.913485		21.805037		22.321973		22.321974		-28.913485		-44.651474
-41.746503		28.908103		21.798903		22.320759		22.320759		-28.908102		-44.868282
-41.748040		28.915715		21.793136		22.324425		22.324425		-28.915714		-45.163895
-41.738365		28.912454		21.791838		22.324972		22.324972		-28.912455		-45.214069
-41.739503		28.911282		21.790624		22.321454		22.321455		-28.911282		-45.151737
-41.737999		28.905726		21.790147		22.316958		22.316957		-28.905725		-45.043259
-41.735928		28.905647		21.786236		22.316132		22.316132		-28.905647		-44.943012
-41.741360		28.907983		21.791816		22.318224		22.318224		-28.907984		-44.991817
-41.747961		28.913007		21.798225		22.319245		22.319244		-28.913008		-45.249992
-41.747711		28.913321		21.797175		22.319118		22.319118		-28.913321		-45.394291
-41.750203		28.912409		21.786426		22.317991		22.317991		-28.912409		-45.479340
-41.749936		28.913451		21.782209		22.316813		22.316813		-28.913450		-45.636028
-41.750634		28.912635		21.787181		22.315647		22.315647		-28.912634		-45.857475
-41.756583		28.917245		21.797314		22.317107		22.317106		-28.917246		-45.969440
-41.755194		28.917529		21.816098		22.325906		22.325907		-28.917528		-46.129913
-41.758364		28.918116		21.813711		22.327275		22.327276		-28.918116		-46.166275
-41.757516		28.918321		21.813927		22.333395		22.333395		-28.918322		-46.211018
-41.752419		28.914947		21.809005		22.336643		22.336643		-28.914948		-46.253540
-41.744871		28.912799		21.800618		22.334147		22.334146		-28.912798		-46.256622
-41.743859		28.912744		21.798893		22.332582		22.332582		-28.912745		-45.987926
-41.743770		28.914008		21.799363		22.335794		22.335794		-28.914007		-45.855267
-41.750028		28.917529		21.806810		22.332273		22.332273		-28.917528		-45.868107
-41.742239		28.916299		21.824587		22.327262		22.327261		-28.916300		-45.853470
-41.743796		28.914861		21.823057		22.326589		22.326590		-28.914862		-45.820019
-41.742740		28.913806		21.820760		22.324292		22.324293		-28.913807		-45.754795
-41.747114		28.915087		21.820729		22.327105		22.327105		-28.915087		-45.469292
-41.746781		28.915312		21.825178		22.325332		22.325333		-28.915312		-45.341064
-41.746218		28.917604		21.846031		22.330969		22.330969		-28.917604		-45.313778
-41.750526		28.918700		21.852212		22.327685		22.327684		-28.918699		-45.212738
-41.757848		28.919991		21.853266		22.332453		22.332453		-28.919991		-45.109814
-41.763440		28.918707		21.848380		22.332705		22.332705		-28.918707		-45.091644
-41.762072		28.918983		21.854700		22.335598		22.335598		-28.918983		-45.123192
-41.764047		28.920377		21.848061		22.336281		22.336281		-28.920376		-45.195438
-41.762235		28.918314		21.841635		22.340630		22.340630		-28.918314		-45.153461
-41.763222		28.917061		21.847884		22.342362		22.342361		-28.917061		-45.048096
-41.764185		28.918003		21.849094		22.347250		22.347250		-28.918003		-44.979916
-41.767037		28.914936		21.836616		22.339966		22.339966		-28.914936		-44.938732
-41.767788		28.916009		21.825989		22.340656		22.340656		-28.916008		-44.954418
-41.769502		28.915876		21.832761		22.341528		22.341528		-28.915876		-44.973492
-41.765505		28.912334		21.831363		22.341376		22.341377		-28.912334		-45.102184
-41.763380		28.910903		21.835570		22.346806		22.346806		-28.910904		-45.111778
-41.761870		28.911890		21.828788		22.342543		22.342543		-28.911890		-45.244869
-41.761050		28.914096		21.832583		22.344592		22.344591		-28.914097		-45.483101
-41.747102		28.905521		21.822971		22.343649		22.343649		-28.905521		-45.607971
-41.750698		28.910145		21.817634		22.344308		22.344309		-28.910145		-45.699112
-41.748619		28.911026		21.830105		22.343434		22.343433		-28.911026		-45.763931
-41.743963		28.909469		21.818285		22.338941		22.338942		-28.909470		-45.890369
-41.748837		28.912399		21.824340		22.337401		22.337400		-28.912399		-45.954182
-41.742264		28.909349		21.838105		22.338549		22.338549		-28.909349		-45.990788
-41.746466		28.908888		21.842039		22.334480		22.334480		-28.908888		-45.963715
-41.741479		28.910459		21.845483		22.332080		22.332081		-28.910460		-46.047352
-41.741341		28.908950		21.851448		22.335482		22.335482		-28.908949		-46.094395
-41.746850		28.911634		21.849104		22.335863		22.335863		-28.911634		-46.188736
-41.744287		28.909107		21.841098		22.333409		22.333408		-28.909107		-46.262108
-41.754835		28.913741		21.843949		22.331317		22.331318		-28.913742		-46.231739
-41.759252		28.914424		21.848917		22.331746		22.331745		-28.914425		-46.070862
-41.760783		28.914732		21.839919		22.332429		22.332428		-28.914732		-45.951828
-41.758758		28.913741		21.836945		22.327972		22.327972		-28.913742		-45.987934
-41.759785		28.909244		21.831981		22.329032		22.329033		-28.909243		-46.142014
-41.766713		28.912102		21.853380		22.323871		22.323870		-28.912102		-46.236919
-41.763831		28.910647		21.849430		22.322110		22.322109		-28.910646		-46.487217
-41.769736		28.910408		21.868328		22.322836		22.322836		-28.910408		-46.634827
-41.768968		28.911457		21.866228		22.327362		22.327362		-28.911457		-46.534439
-41.765931		28.912741		21.884132		22.324487		22.324488		-28.912741		-46.291492
